cuisines,votes,name
others,891,1
others,892,1
others,893,3
others,894,7
others,895,8
others,898,2
others,901,6
others,902,5
others,903,2
others,904,4
others,905,2
others,907,1
others,908,4
others,909,4
others,910,9
others,911,15
others,912,2
others,914,7
others,918,12
others,919,2
others,922,1
others,924,3
others,926,2
others,929,9
others,930,13
others,932,5
others,933,5
others,935,3
others,937,2
others,938,8
others,939,3
others,940,5
others,941,6
others,942,6
others,944,1
others,945,5
others,946,2
others,949,4
others,950,6
others,951,1
others,952,2
others,953,2
others,954,1
others,956,7
others,957,6
others,958,5
others,960,8
others,961,1
others,962,3
others,964,1
others,966,2
others,968,3
others,969,6
others,970,5
others,971,1
others,972,3
others,973,5
others,974,2
others,975,3
others,976,1
others,977,5
others,978,2
others,979,4
others,980,8
others,982,8
others,983,3
others,984,6
others,985,3
others,986,6
others,987,1
others,988,11
others,991,5
others,992,7
others,994,3
others,995,5
others,996,7
others,997,4
others,998,1
others,1000,1
others,1003,11
others,1004,4
others,1007,2
others,1008,1
others,1010,3
others,1014,12
others,1015,12
others,1016,4
others,1017,4
others,1018,2
others,1022,5
others,1024,2
others,1025,4
others,1026,13
others,1027,2
others,1028,5
others,1030,2
others,1031,1
others,1033,3
others,1034,4
others,1037,2
others,1038,2
others,1042,1
others,1043,2
others,1045,1
others,1047,5
others,1048,7
others,1049,1
others,1050,5
others,1051,1
others,1052,5
others,1053,5
others,1054,5
others,1055,3
others,1056,1
others,1058,2
others,1059,5
others,1060,5
others,1061,3
others,1063,9
others,1064,2
others,1065,6
others,1066,1
others,1067,3
others,1073,2
others,1074,2
others,1075,4
others,1078,1
others,1079,9
others,1080,1
others,1081,1
others,1082,4
others,1083,2
others,1084,5
others,1086,3
others,1087,8
others,1091,1
others,1092,1
others,1093,5
others,1094,4
others,1095,2
others,1096,2
others,1098,4
others,1099,9
others,1101,6
others,1102,2
others,1103,6
others,1104,3
others,1105,3
others,1106,6
others,1108,1
others,1109,3
others,1110,3
others,1111,2
others,1112,7
others,1113,4
others,1114,1
others,1115,5
others,1116,2
others,1117,6
others,1118,6
others,1120,3
others,1122,2
others,1123,3
others,1124,2
others,1125,1
others,1126,1
others,1128,2
others,1129,3
others,1131,2
others,1132,4
others,1133,9
others,1134,3
others,1135,12
others,1136,2
others,1137,2
others,1138,2
others,1139,2
others,1140,3
others,1141,1
others,1142,8
others,1143,6
others,1145,3
others,1146,1
others,1147,2
others,1148,2
others,1149,5
others,1151,1
others,1153,1
others,1154,5
others,1155,3
others,1156,1
others,1157,3
others,1159,2
others,1160,5
others,1161,9
others,1162,4
others,1166,3
others,1167,3
others,1168,3
others,1170,1
others,1174,1
others,1175,2
others,1176,3
others,1177,3
others,1178,3
others,1179,4
others,1181,11
others,1184,3
others,1185,1
others,1187,6
others,1189,2
others,1190,1
others,1192,4
others,1193,6
others,1194,1
others,1195,4
others,1196,5
others,1197,2
others,1198,1
others,1201,1
others,1202,1
others,1203,5
others,1204,4
others,1205,5
others,1207,2
others,1208,3
others,1209,10
others,1210,3
others,1211,4
others,1212,2
others,1213,3
others,1214,8
others,1215,1
others,1216,3
others,1217,5
others,1218,7
others,1219,2
others,1220,1
others,1221,2
others,1222,2
others,1223,3
others,1224,9
others,1225,9
others,1227,11
others,1228,10
others,1229,1
others,1230,5
others,1231,3
others,1233,4
others,1235,4
others,1236,5
others,1237,5
others,1238,3
others,1239,2
others,1240,2
others,1241,2
others,1242,1
others,1244,4
others,1245,4
others,1246,5
others,1247,5
others,1248,1
others,1249,1
others,1250,5
others,1251,2
others,1252,3
others,1255,1
others,1257,1
others,1258,6
others,1260,1
others,1262,1
others,1265,8
others,1268,1
others,1269,1
others,1272,2
others,1273,3
others,1274,1
others,1277,1
others,1278,1
others,1279,3
others,1280,1
others,1282,3
others,1283,1
others,1284,1
others,1285,1
others,1287,2
others,1289,3
others,1294,1
others,1295,2
others,1296,1
others,1298,1
others,1302,1
others,1303,2
others,1305,1
others,1306,1
others,1308,2
others,1310,3
others,1313,7
others,1316,1
others,1318,1
others,1324,6
others,1326,1
others,1327,4
others,1328,1
others,1330,4
others,1331,2
others,1332,2
others,1337,3
others,1339,4
others,1340,1
others,1341,4
others,1343,3
others,1345,5
others,1347,2
others,1351,1
others,1352,1
others,1354,1
others,1359,1
others,1365,9
others,1367,5
others,1368,2
others,1369,3
others,1370,5
others,1372,6
others,1377,1
others,1379,1
others,1380,5
others,1381,1
others,1382,2
others,1383,6
others,1384,2
others,1385,1
others,1386,2
others,1387,4
others,1388,4
others,1389,11
others,1390,9
others,1391,4
others,1393,3
others,1394,1
others,1400,2
others,1401,1
others,1408,9
others,1409,1
others,1413,4
others,1418,6
others,1423,1
others,1427,3
others,1428,8
others,1429,1
others,1430,5
others,1431,4
others,1432,3
others,1434,1
others,1437,3
others,1438,2
others,1439,1
others,1440,3
others,1442,2
others,1443,6
others,1445,9
others,1446,1
others,1447,2
others,1452,1
others,1453,3
others,1459,2
others,1460,4
others,1461,2
others,1462,1
others,1463,3
others,1466,4
others,1469,5
others,1470,3
others,1471,1
others,1472,1
others,1473,2
others,1474,2
others,1475,1
others,1476,5
others,1496,3
others,1499,4
others,1502,2
others,1503,1
others,1506,1
others,1508,3
others,1514,1
others,1520,1
others,1522,2
others,1526,2
others,1531,3
others,1533,3
others,1534,11
others,1536,1
others,1538,3
others,1539,1
others,1541,3
others,1542,3
others,1543,9
others,1544,5
others,1545,7
others,1546,3
others,1547,5
others,1550,1
others,1551,3
others,1555,2
others,1557,3
others,1558,3
others,1559,3
others,1561,2
others,1562,1
others,1563,1
others,1567,2
others,1569,3
others,1570,1
others,1574,3
others,1575,2
others,1577,3
others,1580,1
others,1582,2
others,1585,2
others,1586,2
others,1587,3
others,1588,2
others,1590,1
others,1592,2
others,1593,6
others,1594,3
others,1614,1
others,1617,1
others,1618,2
others,1619,2
others,1621,3
others,1623,5
others,1624,2
others,1626,3
others,1627,2
others,1629,1
others,1633,2
others,1636,5
others,1642,1
others,1644,1
others,1648,2
others,1649,1
others,1651,5
others,1654,1
others,1658,1
others,1670,2
others,1673,1
others,1674,1
others,1677,1
others,1687,1
others,1688,2
others,1689,2
others,1692,3
others,1697,1
others,1699,3
others,1700,2
others,1701,3
others,1702,1
others,1703,4
others,1704,4
others,1705,3
others,1706,7
others,1707,1
others,1708,4
others,1710,1
others,1717,1
others,1720,5
others,1721,5
others,1722,1
others,1724,6
others,1726,1
others,1730,2
others,1731,4
others,1732,3
others,1734,4
others,1737,1
others,1739,5
others,1741,5
others,1743,3
others,1745,5
others,1746,4
others,1749,3
others,1750,4
others,1751,1
others,1752,1
others,1754,2
others,1755,5
others,1757,1
others,1758,1
others,1760,2
others,1763,2
others,1764,5
others,1765,2
others,1766,1
others,1768,2
others,1769,2
others,1770,4
others,1771,2
others,1773,3
others,1774,5
others,1776,5
others,1778,8
others,1779,2
others,1781,3
others,1782,2
others,1784,1
others,1785,4
others,1786,2
others,1788,2
others,1789,3
others,1791,1
others,1792,3
others,1794,1
others,1795,4
others,1796,1
others,1798,5
others,1799,2
others,1800,3
others,1804,4
others,1805,2
others,1806,2
others,1807,3
others,1808,10
others,1810,4
others,1811,4
others,1813,2
others,1819,1
others,1824,2
others,1827,4
others,1830,1
others,1833,1
others,1840,1
others,1842,3
others,1845,1
others,1847,4
others,1849,2
others,1850,3
others,1852,4
others,1853,3
others,1854,2
others,1855,11
others,1856,2
others,1857,4
others,1858,3
others,1864,3
others,1865,2
others,1867,2
others,1870,2
others,1872,1
others,1873,1
others,1874,3
others,1875,2
others,1876,1
others,1877,1
others,1878,4
others,1879,5
others,1880,5
others,1883,1
others,1884,4
others,1885,1
others,1888,2
others,1889,5
others,1890,1
others,1892,2
others,1895,1
others,1896,2
others,1897,1
others,1899,2
others,1901,3
others,1903,1
others,1904,1
others,1905,1
others,1907,4
others,1908,2
others,1909,4
others,1910,1
others,1912,4
others,1913,4
others,1914,1
others,1915,2
others,1916,2
others,1919,1
others,1920,1
others,1922,1
others,1923,1
others,1932,2
others,1937,3
others,1939,2
others,1940,1
others,1943,3
others,1944,1
others,1956,1
others,1959,3
others,1962,9
others,1963,4
others,1964,3
others,1972,5
others,1974,1
others,1975,1
others,1976,2
others,1980,4
others,1986,4
others,1989,2
others,1991,1
others,1992,1
others,1994,2
others,1995,2
others,2003,1
others,2005,1
others,2011,3
others,2014,2
others,2015,2
others,2020,2
others,2022,1
others,2028,1
others,2029,1
others,2030,1
others,2031,3
others,2032,1
others,2034,1
others,2035,4
others,2037,1
others,2039,7
others,2040,5
others,2041,4
others,2043,2
others,2047,2
others,2051,1
others,2052,4
others,2053,2
others,2054,4
others,2055,3
others,2062,1
others,2068,1
others,2069,1
others,2071,1
others,2072,1
others,2073,1
others,2074,1
others,2075,3
others,2076,1
others,2079,2
others,2080,1
others,2084,2
others,2090,1
others,2096,1
others,2099,1
others,2100,1
others,2103,3
others,2110,3
others,2111,1
others,2112,4
others,2115,5
others,2119,2
others,2123,1
others,2130,1
others,2131,2
others,2133,2
others,2136,2
others,2139,3
others,2143,2
others,2144,2
others,2151,5
others,2155,1
others,2157,1
others,2158,1
others,2159,3
others,2160,2
others,2161,3
others,2162,2
others,2164,2
others,2166,1
others,2169,3
others,2171,1
others,2177,2
others,2178,3
others,2180,2
others,2181,1
others,2182,5
others,2184,1
others,2192,3
others,2194,2
others,2198,2
others,2202,1
others,2206,4
others,2211,3
others,2212,2
others,2213,2
others,2215,1
others,2216,2
others,2217,2
others,2219,2
others,2225,2
others,2227,1
others,2229,5
others,2230,3
others,2232,5
others,2233,4
others,2235,3
others,2237,1
others,2239,3
others,2240,3
others,2241,4
others,2242,2
others,2244,6
others,2245,2
others,2246,1
others,2247,1
others,2249,3
others,2254,1
others,2256,1
others,2257,1
others,2259,1
others,2263,2
others,2264,1
others,2265,1
others,2266,4
others,2270,4
others,2272,7
others,2273,1
others,2275,2
others,2282,1
others,2283,3
others,2286,4
others,2289,2
others,2290,2
others,2291,4
others,2292,1
others,2293,2
others,2295,2
others,2296,2
others,2303,1
others,2304,3
others,2306,1
others,2307,2
others,2308,1
others,2315,2
others,2316,1
others,2318,1
others,2319,1
others,2322,2
others,2324,2
others,2328,1
others,2329,4
others,2330,2
others,2332,2
others,2338,1
others,2339,4
others,2341,1
others,2342,1
others,2345,2
others,2347,1
others,2349,2
others,2355,1
others,2362,2
others,2365,3
others,2368,1
others,2369,3
others,2370,1
others,2372,3
others,2374,1
others,2377,1
others,2380,1
others,2382,1
others,2386,1
others,2389,2
others,2391,2
others,2392,3
others,2394,2
others,2395,3
others,2396,1
others,2398,1
others,2400,1
others,2401,2
others,2402,1
others,2403,1
others,2415,2
others,2418,1
others,2421,1
others,2423,2
others,2428,2
others,2431,1
others,2432,3
others,2435,2
others,2445,3
others,2448,2
others,2449,4
others,2450,5
others,2451,1
others,2456,2
others,2461,3
others,2464,1
others,2487,2
others,2488,1
others,2490,2
others,2492,2
others,2493,5
others,2496,7
others,2499,1
others,2508,1
others,2510,1
others,2511,1
others,2513,2
others,2518,1
others,2519,1
others,2521,2
others,2540,1
others,2556,4
others,2558,2
others,2560,1
others,2562,1
others,2563,3
others,2565,1
others,2569,1
others,2571,1
others,2572,3
others,2576,3
others,2577,3
others,2578,1
others,2579,2
others,2580,1
others,2584,2
others,2585,1
others,2589,6
others,2590,1
others,2592,1
others,2594,3
others,2597,1
others,2601,1
others,2604,1
others,2608,1
others,2611,2
others,2613,1
others,2616,3
others,2617,1
others,2618,1
others,2619,4
others,2620,15
others,2621,4
others,2626,1
others,2627,3
others,2629,1
others,2634,1
others,2640,1
others,2651,3
others,2654,1
others,2658,4
others,2660,1
others,2664,2
others,2668,1
others,2669,3
others,2671,3
others,2686,2
others,2687,1
others,2692,1
others,2697,1
others,2698,2
others,2699,1
others,2701,1
others,2709,3
others,2710,1
others,2711,1
others,2713,2
others,2714,11
others,2716,3
others,2717,1
others,2720,3
others,2721,1
others,2723,1
others,2724,2
others,2725,1
others,2726,3
others,2727,7
others,2729,5
others,2730,1
others,2731,1
others,2732,5
others,2733,4
others,2734,2
others,2737,3
others,2738,1
others,2741,2
others,2745,5
others,2747,3
others,2749,1
others,2750,1
others,2773,4
others,2781,2
others,2785,3
others,2800,2
others,2807,3
others,2834,1
others,2838,1
others,2840,8
others,2852,1
others,2854,6
others,2855,2
others,2856,2
others,2859,5
others,2860,1
others,2861,3
others,2862,1
others,2866,1
others,2867,4
others,2871,1
others,2872,1
others,2873,8
others,2874,1
others,2878,3
others,2881,1
others,2882,2
others,2901,3
others,2906,3
others,2907,1
others,2921,1
others,2923,2
others,2924,3
others,2930,2
others,2932,2
others,2934,1
others,2935,3
others,2936,1
others,2938,2
others,2946,3
others,2949,1
others,2950,1
others,2993,3
others,3001,1
others,3003,1
others,3004,3
others,3006,9
others,3007,3
others,3009,1
others,3020,4
others,3030,1
others,3056,4
others,3061,4
others,3077,1
others,3113,2
others,3115,1
others,3125,3
others,3128,4
others,3130,1
others,3133,1
others,3151,1
others,3156,2
others,3161,1
others,3163,6
others,3170,3
others,3173,2
others,3174,1
others,3177,1
others,3178,1
others,3197,1
others,3209,1
others,3213,3
others,3214,1
others,3215,1
others,3217,1
others,3220,1
others,3232,1
others,3236,1
others,3238,2
others,3248,2
others,3256,1
others,3261,1
others,3268,1
others,3275,1
others,3276,2
others,3286,2
others,3305,2
others,3307,1
others,3334,1
others,3336,1
others,3367,2
others,3421,2
others,3458,3
others,3464,1
others,3467,5
others,3468,1
others,3469,2
others,3471,3
others,3473,1
others,3484,4
others,3485,5
others,3486,2
others,3492,3
others,3496,4
others,3498,3
others,3547,3
others,3548,2
others,3568,1
others,3569,4
others,3573,6
others,3574,1
others,3576,1
others,3581,3
others,3586,1
others,3589,3
others,3592,2
others,3595,2
others,3596,1
others,3599,3
others,3605,1
others,3614,4
others,3617,2
others,3618,3
others,3621,2
others,3624,1
others,3625,1
others,3628,2
others,3632,1
others,3651,3
others,3655,1
others,3656,3
others,3657,1
others,3659,2
others,3667,2
others,3673,1
others,3674,3
others,3675,2
others,3676,1
others,3677,2
others,3702,2
others,3709,1
others,3712,2
others,3727,2
others,3730,1
others,3738,1
others,3760,3
others,3764,5
others,3766,1
others,3818,1
others,3823,2
others,3826,3
others,3831,1
others,3833,1
others,3838,1
others,3842,1
others,3843,1
others,3844,1
others,3845,4
others,3847,2
others,3848,4
others,3849,3
others,3852,2
others,3854,1
others,3855,3
others,3859,1
others,3864,4
others,3870,3
others,3888,1
others,3890,3
others,3894,2
others,3902,3
others,3903,1
others,3909,1
others,3912,4
others,3914,3
others,3915,3
others,3916,1
others,3919,5
others,3920,2
others,3923,1
others,3932,3
others,3944,1
others,3950,1
others,3953,1
others,3960,1
others,3967,3
others,3987,2
others,3991,3
others,3996,2
others,3998,1
others,4021,2
others,4048,1
others,4079,1
others,4081,2
others,4086,2
others,4090,2
others,4096,3
others,4099,4
others,4108,4
others,4119,1
others,4139,4
others,4187,3
others,4239,3
others,4309,1
others,4312,2
others,4315,3
others,4321,4
others,4323,1
others,4325,1
others,4381,3
others,4386,2
others,4390,4
others,4398,1
others,4410,4
others,4421,1
others,4422,1
others,4428,2
others,4441,2
others,4442,3
others,4443,1
others,4445,1
others,4447,3
others,4448,1
others,4449,3
others,4453,1
others,4464,2
others,4470,1
others,4569,1
others,4575,2
others,4582,2
others,4605,1
others,4611,2
others,4614,1
others,4616,1
others,4639,1
others,4644,1
others,4645,2
others,4646,1
others,4648,1
others,4650,4
others,4652,7
others,4655,4
others,4657,5
others,4660,2
others,4675,1
others,4677,6
others,4678,6
others,4686,1
others,4689,1
others,4694,3
others,4695,2
others,4696,1
others,4705,1
others,4707,3
others,4709,1
others,4714,2
others,4732,2
others,4733,3
others,4734,1
others,4748,3
others,4750,2
others,4752,4
others,4767,1
others,4768,1
others,4781,2
others,4811,4
others,4819,1
others,4839,2
others,4840,3
others,4841,5
others,4845,2
others,4857,1
others,4860,1
others,4869,1
others,4870,1
others,4872,1
others,4873,2
others,4884,3
others,4892,1
others,4897,1
others,4912,1
others,4947,2
others,4955,1
others,4957,1
others,4965,1
others,4986,1
others,4997,2
others,5002,2
others,5015,2
others,5017,2
others,5024,1
others,5060,1
others,5262,2
others,5265,3
others,5281,1
others,5282,1
others,5284,2
others,5285,1
others,5290,1
others,5294,1
others,5295,1
others,5299,3
others,5308,1
others,5344,1
others,5352,1
others,5421,2
others,5436,1
others,5446,1
others,5448,1
others,5746,1
others,5890,1
others,5892,1
others,5894,3
others,5913,1
others,5954,3
others,6348,2
others,6349,1
others,6371,1
others,6372,2
others,6375,2
others,6377,2
others,6383,2
others,6384,1
others,6385,2
others,6404,3
others,6433,2
others,6440,1
others,6452,1
others,6461,1
others,6470,2
others,6490,1
others,6745,3
others,6865,1
others,6875,2
others,6876,1
others,6907,3
others,6914,1
others,6937,1
others,6943,2
others,6948,2
others,6959,2
others,6998,3
others,7023,3
others,7064,3
others,7113,1
others,7120,1
others,7122,2
others,7127,1
others,7129,2
others,7137,1
others,7152,1
others,7154,3
others,7160,1
others,7193,4
others,7210,2
others,7220,1
others,7221,1
others,7227,1
others,7232,1
others,7233,2
others,7234,1
others,7238,3
others,7261,1
others,7270,1
others,7284,2
others,7330,4
others,7544,2
others,7546,1
others,7547,2
others,7568,2
others,7573,1
others,7574,1
others,7584,2
others,7854,3
others,7856,2
others,7862,2
others,7870,2
others,7871,1
others,8176,1
others,8185,1
others,8286,2
others,8304,1
others,8375,2
others,8382,3
others,8402,1
others,8405,1
others,8413,2
others,8414,1
others,8419,1
others,9021,1
others,9041,4
others,9064,2
others,9079,5
others,9080,5
others,9084,4
others,9085,2
others,9272,1
others,9300,3
others,10413,2
others,10422,1
others,10471,1
others,10503,1
others,10512,2
others,10530,2
others,10541,2
others,10547,1
others,10550,1
others,12121,2
others,14654,3
others,14690,1
others,14694,1
others,14704,1
others,14710,3
others,14717,2
others,14723,3
others,14726,1
others,14956,2
others,16345,3
others,16832,3
